articulo,parrafo,titulo,texto,categoría,medio,fecha,autor,sección
20,16,"Robert Darnton, el guardián de la biblioteca de Harvard",Estoy seguro de que tienen su propia gran biblioteca y ya están digitalizando material. Pero pienso que se debe iniciar un proyecto similar; alguien debería liderar la creación de una red de colecciones digitales acá.,Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
20,17,"Robert Darnton, el guardián de la biblioteca de Harvard",¿Resultaría muy costoso?,Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
20,18,"Robert Darnton, el guardián de la biblioteca de Harvard","Es costoso no solo digitalizar, sino hacer la metadata, que es la descripción de catálogo. Al igual que mantener las piezas en buen estado. Y puede pasar que el Gobierno diga que no hay dinero o que hay cosas más importantes. En Estados Unidos, el Congreso, en Washington, no está ayudando. Pero, por fortuna, hay fundaciones públicas que trabajan para estos propósitos.",Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
20,19,"Robert Darnton, el guardián de la biblioteca de Harvard",¿Y en dónde queda el papel de las bibliotecas?,Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
20,20,"Robert Darnton, el guardián de la biblioteca de Harvard","Las bibliotecas también están floreciendo. No solo en grandes universidades, sino también las públicas. El rol de la biblioteca hoy es como de un centro comunitario, que provee muchos servicios. El trabajo de hoy del bibliotecario está en ayudar a la gente, no solo en buscar libros y pasárselos a los usuarios. Puede asesorar en varios idiomas. También en algunas bibliotecas se enseña inglés. El rol de la biblioteca hoy es como de un centro comunitario que provee muchos servicios, no solo prestar libros.",Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
20,21,"Robert Darnton, el guardián de la biblioteca de Harvard",Así serán en el futuro,Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
20,22,"Robert Darnton, el guardián de la biblioteca de Harvard",¿Cómo se imagina las bibliotecas del futuro?,Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
20,23,"Robert Darnton, el guardián de la biblioteca de Harvard","Creo que tendremos diferentes clases de bibliotecas: en los pequeños pueblos habrá comunitarias, que serán centros culturales, con muchos servicios. Tendremos también grandes bibliotecas de investigación, en las que contaremos con toda clase de material digital. En ese orden, las bibliotecas serán el centro de creación de libros multimedia. Pero pienso además que esta Biblioteca Pública Digital de América existirá en todos los lugares del mundo. Será un lugar de consulta en casa o en cualquier ámbito. Veo que el futuro será complicado, variado, complejo y más rico.",Biibliotecas,El Tiempo,12/21/2014,Nicolás Congote Gutierrez,Educación
21,1,Niños enamorados del libro,¿cuál es el futuro de la literatura infantil?,Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,2,Niños enamorados del libro,"Pocos espacios ofrecen la oportunidad para reflexionar sobre la literatura infantil y evaluar cuáles son las tendencias de esta disciplina en el contexto actual, signado por las nuevas tecnologías y profundas transformaciones en los modelos educativos.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,3,Niños enamorados del libro,Recientemente se llevó a cabo en la Pontificia Universidad Javeriana un congreso de literatura infantil para celebrar los 25 años de la colección Torre de Papel de Editorial Norma.,Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,4,Niños enamorados del libro,"Este evento académico, único en la región, reunió a expertos internacionales alrededor de diferentes aristas de cómo la literatura infantil tiene una especial incidencia para la formación de lectores, impacto que definitivamente contribuirá a mejorar la calidad educativa, en la medida que un niño enamorado de los libros desarrollará estrategias inteligentes para interpretar y comprender textos escritos.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,5,Niños enamorados del libro,"Durante este congreso se plantearon interesantes perspectivas en 2 importantes dimensiones: temas de la realidad y su tratamiento, y cómo lo maravilloso aún sigue siendo un rico nutriente para el imaginario infantil.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,6,Niños enamorados del libro,Las autoras italiana Anna Lavatelli y Daniela Palumbo conversaron sobre cómo algunos temas difíciles son necesarios para recuperar la memoria histórica y extender los horizontes de los lectores para contextualizarlos en un mundo plural y complejo.,Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,7,Niños enamorados del libro,"Por su parte, la brasileña Marina Colasanti construyó una interesante argumentación sobre el sedimento que los cuentos maravillosos mantienen para la construcción de contenidos intangibles que son esenciales para la expansión de la imaginación.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,8,Niños enamorados del libro,¿Cómo utilizar la literatura infantil en el aula?,Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,9,Niños enamorados del libro,"Representó una interrogante ampliamente abordada. Como experto en este tema pude marcar 2 interesante reflexiones sobre la improductividad que muchas veces la literatura requiere, para permitir su disfrute, y el uso de estrategias que son más apropiadas para experimentar la fuerza vital de la literatura, como la lectura en voz alta y la conversación.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,10,Niños enamorados del libro,"Del mismo modo la colombiana Yolanda Reyes, enfatizó la necesidad de apostar por una literatura infantil y juvenil de calidad, propia, alejada de otra literatura que en el mismo sector se presenta como comercial. Se fortalece, de este modo, el sentido que tiene una literatura desde el contexto de producción latinoamericano.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,11,Niños enamorados del libro,"El énfasis de esta riqueza literaria se marcó con 2 interesantes mesas, una sobre panoramas y nuevas tendencias de la Literatura Infantil y Juvenil en América Latina, y otra con autores colombianos para conversar sobre esta literatura hoy.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,12,Niños enamorados del libro,"Los formatos digitales y los booktubers como nuevos mediadores de lectura tuvieron un papel protagónico en las mesas de discusión. Temas como las sagas, la calidad literaria de estos libros, la oferta literaria de autores regionales y los nuevos modos de lectura, encaminaron opiniones que le permitieron darle un contexto esperanzador acerca del horizonte de la lectura en ecosistemas con alta presencial virtual.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
21,13,Niños enamorados del libro,"Definitivamente el libro tradicional mantiene un centro fundamental, aún entre nuevas generaciones de lectores híbridos.",Lectura,Lecturas Dominicales,11/11/2015,Fanuel Díaz,Cultura
22,1,Colombianos ya no leen como antes,Según un estudio es necesario implementar nuevas alternativas de lectura como los 'e-readers'.,Lectura,El Tiempo,8/8/2014,NA,NA
22,2,Colombianos ya no leen como antes,"GRAMMATA, la biblioteca virtual más grande Latinoamérica, presentó su estudio de ‘Lectura en Colombia’, con el fin de abordar diferentes aspectos culturales y metodológicos que se tienen frente a la enseñanza y las diferentes herramientas educativas.",Lectura,El Tiempo,8/8/2014,NA,NA
22,3,Colombianos ya no leen como antes,"Estadísticas que hacen parte de la Encuesta de Cultura (EC) realizada por el DANE en el 2007 y el Centro Regional para el Fomento del Libro en América Latina y el Caribe –CERLALC- demuestran que desde diferentes aspectos, empezando por comparar el promedio de libros leídos al año por habitantes en Colombia y algunos países de Latinoamérica como Chile, Argentina y Uruguay, se encontró que en estos tres 3 países de región, el promedio de libros leídos por año es de aproximadamente 5, mientras que en el país el promedio se acerca de 2 a 3 libros anuales.",Lectura,El Tiempo,8/8/2014,NA,NA
22,4,Colombianos ya no leen como antes,"Una de las principales razones que ocasionó el resultado negativo de Colombia en las últimas pruebas PISA (Programa Internacional para la Evaluación de Estudiantes), es la carencia de lectura en los colombianos.",Lectura,El Tiempo,8/8/2014,NA,NA
22,5,Colombianos ya no leen como antes,"A pesar del panorama negativo, actualmente existen diferentes alternativas para fomentar la lectura como los e-readers y e-books, dispositivos prácticos que reproducen contenidos con una mayor calidad y portabilidad.",Lectura,El Tiempo,8/8/2014,NA,NA
22,6,Colombianos ya no leen como antes,"En la actualidad, donde el Internet es una herramienta de fácil acceso, no existen límites para obtener la información deseada, por lo tanto, los obstáculos que impiden leer son mínimos, un libro electrónico siempre estará al alcance de todos.",Lectura,El Tiempo,8/8/2014,NA,NA
23,1,La realidad aumentada llega a los libros,"La universidad de La Salle lanzó un proyecto editorial multiacceso, para lectura en 10 formatos.",Postdigital,El Tiempo,11/11/2015,NA,Educación
23,2,La realidad aumentada llega a los libros,"Con motivo de la celebración de sus 50 años, la Universidad de La Salle lanzó un libro que con una aplicación de celular convierte las fotos en videos, de manera que es posible ver, por ejemplo, cómo eran los salones de clase en 1965, los edificios del centro de la ciudad y hasta los peinados de la época. Pero no sólo eso, si usted quiere saber cómo es un día de clase de los jóvenes víctimas del conflicto a quienes La Salle (a través de Becas) les da la oportunidad de convertirse en ingenieros agronómos en Yopal Casanare, también podrá apreciando un video desde el libro.",Postdigital,El Tiempo,11/11/2015,NA,Educación
23,3,La realidad aumentada llega a los libros,"“Es la primera vez en Colombia que una institución plantea el desarrollo de un proyecto editorial de estas dimensiones, que combina lo impreso con lo electrónico y donde, además, lo digital se despliega en una amplia diversidad de formatos y posibilidades, a tal punto que en un hecho sin precendentes nos fueron solicitados en total seis ISBN diferentes, cuando lo usual son uno o máximo dos”, con estas palabras Enrique González Villa, presidente de la Cámara Colombiana del Libro, se refirió al libro Universidad de La Salle: 50 años para pensar, decidir y servir. La apuesta social y académica de la Universidad de La Salle 1964-2014.",Postdigital,El Tiempo,11/11/2015,NA,Educación
23,4,La realidad aumentada llega a los libros,"Es posible acceder al libro como publicación electrónica en formato ePub, herramienta que la industria mundial está adoptando actualmente. El libro está también disponible en formato mobi, con posibilidad de descarga para cualquier lector que tenga un dispositivo Kindle.",Postdigital,El Tiempo,11/11/2015,NA,Educación
23,5,La realidad aumentada llega a los libros,"De igual manera, está en formato Uflip que ofrece lectura en línea con efectos interactivos y de videos embebidos. La publicación también ha sido adecuada para lectura en streaming y desarrollada como aplicación para iOS y Android. El formato impreso incluye videos en realidad aumentada, y un website como punto conector de los formatos señalados.",Postdigital,El Tiempo,11/11/2015,NA,Educación
24,1,El libro impreso vende 15 veces más que el electrónico,Editoriales y librerías bogotanas coinciden en que la muerte del libro en papel no está a la vista.,Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,2,El libro impreso vende 15 veces más que el electrónico,"Entre 2010 y 2011 apocalípticos anunciaron en América y Europa que el fin del libro impreso estaba cerca. Librerías cerraron por centenares en Estados Unidos y el Viejo Continente. Pero cinco años después del anuncio, el mercado y la industria del libro en papel dan muestras de una vitalidad renovada. Bogotá no es la excepción.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,3,El libro impreso vende 15 veces más que el electrónico,"El informe más actual de la Cámara Colombiana del Libro (CCL) señala que en el último año hubo un crecimiento del 6 por ciento en la venta general de libros en el país, al facturar 618.000 millones de pesos en ventas, equivalentes a 38’146.052 ejemplares vendidos. De esta cifra, los libros electrónicos representaron el 6 por ciento, es decir, 2’288.763. La relación que se evidencia es que el impreso vende 15 veces más que el digital.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,4,El libro impreso vende 15 veces más que el electrónico,"“El formato electrónico, en el mercado, aún no es un porcentaje tan significativo. Pero seguirá creciendo, moderadamente, porque los jóvenes están leyendo más”, expone Enrique González, presidente de la CCL. “Los dos formatos van a existir en simultáneo”.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,5,El libro impreso vende 15 veces más que el electrónico,"González apunta que en Colombia, durante los últimos tres años, se han cerrado 52 librerías y se han abierto 20. Aunque los cierres son más, la cantidad de libros vendidos no ha bajado, como ya se reseñó. Esto obedece, entre otros, a que “grandes superficies como Librería Nacional y Panamericana han abierto nuevos puntos. En Bogotá se mantiene una tendencia de equilibrio entre las que se cerraron y las que se abrieron, es la ciudad menos afectada”.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,6,El libro impreso vende 15 veces más que el electrónico,"Yolanda Auza es propietaria de Wilborada 1047, librería ubicada en el norte de la capital e inaugurada en octubre del 2014. Esta convirtió una casa de tres pisos en local de venta y encuentros literarios.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,7,El libro impreso vende 15 veces más que el electrónico,"“El plan de ventas ha superado en más del 50 por ciento nuestras expectativas, lo que ha permitido la permanencia de siete empleados”, reseña la empresaria.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,8,El libro impreso vende 15 veces más que el electrónico,"Al preguntarle en qué reside el éxito de su negocio, sostiene que es porque “la gente quiere continuar ojeando los libros, porque los abren y los disfrutan como objetos”. Abril, mes durante el cual se desarrolla la Feria del Libro de Bogotá, es el que arroja las mayores ventas, sin contar diciembre, que es la mejor temporada para este tipo de negocios.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,9,El libro impreso vende 15 veces más que el electrónico,"Otros actores del mercado son las editoriales. Panamericana Editorial, por ejemplo, ilustra que las ventas de sus libros impresos, en Bogotá, representaron un aumento del 6 por ciento en el 2014, frente al 2013. En lo corrido de este año, el incremento va en 4 por ciento.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,10,El libro impreso vende 15 veces más que el electrónico,"En lo referente a títulos electrónicos, estos apenas rozaron el 1 por ciento del total de ventas de la mencionada editorial. Para explicar este comportamiento, el gerente general del sello, Fernando Rojas, indica que la baja comercialización de ejemplares electrónicos obedece a que “hay pocos dispositivos en manos de los lectores, y el portafolio de títulos es bajo”.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,11,El libro impreso vende 15 veces más que el electrónico,Electrónicos,Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,12,El libro impreso vende 15 veces más que el electrónico,"Del otro lado del negocio aparece la empresa eLibros, editorial que publica, solo en versión electrónica, obras descatalogadas de autores nacionales y clásicos latinoamericanos, las cuales no han vuelto a ser difundidos por sellos tradicionales. Esta nació en 2011.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,13,El libro impreso vende 15 veces más que el electrónico,"“Las cifras de aumento son muy relativas, porque en editoriales en arranque su crecimiento puede ser de 500 por ciento en un año, porque antes no tenían casi nada y ahora van en proceso de consolidación. Pero sí puedo decir que la demanda de electrónicos va en crecimiento sostenido”, expone Iván Correa, propietario de eLibros.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,14,El libro impreso vende 15 veces más que el electrónico,"Para reforzar el ascenso en ventas, el robustecimiento de su catálogo ha sido clave: el primer año eLibros ofrecía 12 títulos digitales, el segundo contaba con 25, luego pasó a 40 y ahora va en 100. Evidentemente, es una empresa (igual que el formato) en pleno desarrollo.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,15,El libro impreso vende 15 veces más que el electrónico,"Una estrategia que podría denominarse híbrida se encuentra en la librería Casa Tomada, en el barrio Palermo (Teusaquillo). Centenares de carátulas sobre estantes les hacen guiños a posibles lectores. Junto a la caja registradora, unas minitarjetas denominadas tarjetas e-Book complementan la oferta. Son la presentación física de libros electrónicos. Cuestan de 8.000 a 18.000 pesos y al adquirirlas se obtiene la clave para descargar la obra elegida en diversos formatos.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,16,El libro impreso vende 15 veces más que el electrónico,"“La gente pregunta qué son las tarjetas, pero prefiere el libro en la mano, porque aún es renuente al electrónico. Puede ser que en las generaciones del futuro eso cambie”, comenta Ana María Aragón, directora de Casa Tomada. Precisa, además, que su objetivo es claro: no les interesa tanto capturar compradores como fidelizar lectores.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,17,El libro impreso vende 15 veces más que el electrónico,"En Wilborada 1047 apenas comenzarán con la venta de libros en tarjetas digitales: “Pero no es la línea que quiero implantar en la librería, porque como le digo, prefiero que la gente venga a disfrutar y contemplar los libros”, dice Auza.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,18,El libro impreso vende 15 veces más que el electrónico,"Sobre el formato en papel, Aragón señala que en vez de caer, en los últimos cuatro años han subido sus ventas, porque las editoriales están haciendo mucho libro ilustrado o libro objeto, más llamativos que los tradicionales.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,19,El libro impreso vende 15 veces más que el electrónico,Coexistencia,Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,20,El libro impreso vende 15 veces más que el electrónico,"Según la última encuesta de consumo cultural elaborada por el Departamento Administrativo Nacional de Estadística (Dane), el 48,4 por ciento de los colombianos mayores de 12 años leyó al menos un libro de papel en el 2014, minúsculo incremento frente al 47,7 por ciento que afirmó lo mismo en 2012.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,21,El libro impreso vende 15 veces más que el electrónico,"Lo llamativo es que la población más joven, de 12 a 25 años, fue la que más leyó, alcanzando el 64,5 por ciento. Quizá esta última cifra desmitifique la creencia de que los jóvenes no leen impresos y que por ser nativos digitales solo lo harán en dispositivos electrónicos.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,22,El libro impreso vende 15 veces más que el electrónico,"Lo cierto es que al analizar la cantidad de libros leídos entre los colombianos, las cifras parecen bajas, y no se relacionan con los formatos: el 28,7 por ciento leyó un solo libro, el 23,4 por ciento leyó dos, el 16,6 leyó 3 y tan solo el 8,9 por ciento leyó 10 o más.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,23,El libro impreso vende 15 veces más que el electrónico,"“Yo prefiero el impreso, aunque también he leído e-Books”, dice María Antonia Ramírez, de 24 años, quien trabaja en un medio de comunicación. “Del papel, me gusta sentir el olor de las páginas y tenerlo como objeto. El digital me permite una buena luz, constante, y esto hace que no tenga que estar cambiando de posición; pero al ser electrónico, cansa más los ojos”.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,24,El libro impreso vende 15 veces más que el electrónico,"Camilo Ramírez es lector consumado. Aparte de trabajar como docente en un colegio privado, adelanta la maestría en Filosofía de la Universidad Nacional. Al preguntarle cuál es su preferencia de formato, se decanta por una respuesta intermedia: lee constantemente en digital, porque el bolsillo no le da para costearse tanto impreso. Además evita ocupar espacio en su apartamento. Sin embargo, el gusto por el papel lo deja para las obras que realmente se vuelven de su afecto.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,25,El libro impreso vende 15 veces más que el electrónico,"La directora de Casa Tomada agrega su percepción: “El problema es la falta de lectores, no los dispositivos. En lo que hay que trabajar a largo plazo es en los lectores, en crear unos más críticos, pues estos traerán beneficios para la cultura y el emprendimiento entre nosotros: habrá más ventas”.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,26,El libro impreso vende 15 veces más que el electrónico,"Esa posición es reforzada por el gerente de Panamericana Editorial, quien trasciende la discusión de ‘libro impreso versus libro electrónico’. “Los dos van a coexistir. El lector escogerá el formato, teniendo en cuenta el momento, la portabilidad, el precio, el objeto en sí mismo”, expresó. “La discusión es cómo formamos lectores, cómo juntamos los esfuerzos de la industria, el Gobierno y las familias”.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,27,El libro impreso vende 15 veces más que el electrónico,"Pertinente llamamiento el que hacen los libreros, pues cabe recordar que según la Cámara Colombiana del Libro, en el 45 por ciento de los hogares del país no hay un solo libro. Y para crear lectores se requieren estos clásicos objetos, los cuales deben estar en las mochilas, escritorios y mesas de noche de la gente: independiente de si son de papel o se leen en una pantalla.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,28,El libro impreso vende 15 veces más que el electrónico,"Bogotá, líder en registro de títulos ISBN",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,29,El libro impreso vende 15 veces más que el electrónico,"El último reporte de la Cámara Colombiana del Libro (CCL), basado en cifras del 2013, muestra que Bogotá es la ciudad del país donde más se registran títulos bajo el código internacional ISBN, con el 74,5 por ciento del total. Este les “da existencia” a los libros en el mundo editorial. La capital registró 12.050 registros, seguida por Medellín, que aportó 1.141; Cali, que llegó a 478; Barranquilla, que sumó 332; y Bucaramanga, que alcanzó 242.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,30,El libro impreso vende 15 veces más que el electrónico,"En total, Colombia llegó a 16.168 registros, entre los cuales aparecen títulos comerciales y no comerciales (como trabajos académicos o publicaciones del orden gubernamental).",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
24,31,El libro impreso vende 15 veces más que el electrónico,"Después de las empresas editoriales, que registraron 7.096 títulos, las universidades son las segundas aportantes, con 2.797 obras. El tercer actor con más participación son las personas naturales, que sumaron 2.136, y en cuarto lugar figuran las fundaciones, con 1.633.",Mercado,El Tiempo,10/12/2015,Felipe Motoa Franco,Bogotá
25,1,El poder del libro impreso,Los dispositivos electrónicos no han demostrado ser buenos sustitutos.,Libros,El Tiempo,11/18/2014,Alexandra Suich,Tendencias
25,2,El poder del libro impreso,"Es difícil imaginar un mundo sin libros. Ray Bradbury, un escritor de ciencia-ficción, lo hizo en Fahrenheit 451 (1953), retratando un futuro en el que se prohíben los libros. Más recientemente, los futuristas previeron la muerte de los libros impresos a manos de la tecnología. Algunos predijeron que los dispositivos electrónicos serían el principal medio de lectura para el 2015. Y se equivocaron: en el próximo año los consumidores demostrarán su perdurable romance con los libros, tanto impresos como digitales. ",Libros,El Tiempo,11/18/2014,Alexandra Suich,Tendencias
25,3,El poder del libro impreso,"Los libros electrónicos (E-books por su nombre en inglés) se expandieron rápidamente después de que la compañía de comercio en línea Amazon lanzara el Kindle en el 2007, pero su crecimiento ha disminuido. En el 2013 representaban alrededor del. 20 por ciento de las unidades y el 13 por ciento de los ingresos totales de libros en Estados Unidos, según la firma de investigación de mercado Nielsen. Los libros electrónicos seguirán siendo populares, especialmente los de romance y suspenso. Pero los impresos continuarán siendo los más vendidos en el 2015, y en las próximas décadas.",Libros,El Tiempo,11/18/2014,Alexandra Suich,Tendencias
25,4,El poder del libro impreso,"Los libros físicos, sin pilas y portátiles, resultan ser resistentes. Los libros electrónicos han mejorado, sobre todo entre los lectores frecuentes y los que prefieren un tamaño de letra agrandado, pero no han demostrado ser un sustituto perfecto. Solo un 4 por ciento de los lectores de libros en Estados Unidos compra E-books exclusivamente.",Libros,El Tiempo,11/18/2014,Alexandra Suich,Tendencias
25,5,El poder del libro impreso,"¿Por qué seguirán siendo los libros impresos el formato dominante en el 2015 y en adelante? Una de las razones es la lección que nos da la historia: los nuevos tipos de libros siempre han vivido junto a los formatos que les precedieron. Los pergaminos fueron utilizados mucho después de que se inventó el libro encuadernado y los manuscritos permanecieron vigentes después de la aparición de la imprenta. Hoy en día, los libros en forma física a menudo llevan un valor sentimental, como no lo tienen los DVD y CD. A los lectores les gusta ver libros impresos adornando sus bibliotecas, y encontrar-los de manera más fácil para una referencia. También siguen siendo regalos populares. ",Libros,El Tiempo,11/18/2014,Alexandra Suich,Tendencias
25,6,El poder del libro impreso,"Los libros para niños no se venden bien en forma electrónica, por lo que las nuevas generaciones mantienen contacto con lo impreso. Los dispositivos electrónicos de lectura están perdiendo terreno en el uso general de las tabletas. En el 2015, 9,7 millones de dispositivos electrónicos de lectura serán vendidos a nivel mundial, frente a los 20 millones del 2011, según la firma Forrester. Muchos de los lectores más asiduos ya han hecho el cambio a la lectura electrónica.",Libros,El Tiempo,11/18/2014,Alexandra Suich,Tendencias
25,7,El poder del libro impreso,"Pero a pesar de la permanencia de los libros impresos, los E-books cambiarán la trama para los lectores y editores. Ahora permiten narraciones más creativas, con audio, video e interactividad. Y han empoderado a una nueva generación de escritores autoeditados, que suben sus obras y las venden en forma electrónica e impresa. En el 2015 varios de estos autores tendrán éxito. Su trabajo será recogido por los editores y vendidos por millones tanto en línea como en el formato antiguo que tantos lectores prefieren.",Libros,El Tiempo,11/18/2014,Alexandra Suich,Tendencias
26,1,El papel aguanta todo,Lectura digital vs. lectura impresa,Lectura,Arcadia,11/19/2015,Julio Paredes,Mutantes Digitales
26,2,El papel aguanta todo,"El anunciado apocalipsis de los libros no termina de suceder. Las obras impresas, contra todo pronóstico, aún resisten el asedio digital. Entre la maraña de folios y bytes, este autor rescata tres libros recientes para comprender, o por lo menos vislumbrar, la evolución del libro –y la lectura– en tiempos de internet.",Lectura,Arcadia,11/19/2015,Julio Paredes,Mutantes Digitales
26,3,El papel aguanta todo,"Con una creciente producción de artículos, libros, blogs, sitios web, links, etcétera, que ocupan millones de folios impresos y, claro, miles de millones de bytes, los asuntos digitales llevan más de medio siglo como tema central de investigaciones y de reflexiones múltiples, encontradas y muchas veces contradictorias, que se han nutrido desde la perspectiva de disciplinas o ecosistemas dispares como la informática y las humanidades, hasta la gestión de la editorial comercial, pasando por los análisis del discurso político, las veleidades íntimas de las celebridades o algún otro tipo de desasosiego que se pueda sintetizar en un tuit.",Lectura,Arcadia,11/19/2015,Julio Paredes,Mutantes Digitales
26,4,El papel aguanta todo,"Desde la más amplia panorámica de lo que entendemos hoy por el mundo digital, un gran porcentaje de todo ese acopio masivo de datos resulta intraducible o imposible de abarcar, y, por lo tanto, no pareciera existir aún ningún acuerdo unificado sobre el verdadero valor de la información (sagrada, profana, íntima, clandestina, especializada) que por el simple hecho de existir adquiere de inmediato la suficiente realidad para migrar a la nube; para navegar por internet independientemente de si, al otro lado de la pantalla, exista alguien que la consulte, la lea, aprenda o se conmueva.",Lectura,Arcadia,11/19/2015,Julio Paredes,Mutantes Digitales
26,5,El papel aguanta todo,"Para este instante, y como sucede dentro de todo universo que tiende al caos, uno podría aventurar que la trama digital ha sido desde sus comienzos refractaria a las conclusiones y las verdades absolutas; a pesar de la también creciente invasión de expertos improvisados que guardan la receta para transitar sin afanes por el jardín de la realidad virtual o, en el otro extremo, los gurús apocalípticos que ven en internet un alimento para la desidia adolescente. Tal vez por eso aún no resulta tan sencillo para un lector, más o menos curioso, identificar los límites verdaderos que separan una reflexión juiciosa, depurada en el tiempo, de una simple opinión personal, aleatoria, anecdótica, impulsada por la misma facilidad engañosa que acompaña la entrada, online, a este universo.",Lectura,Arcadia,11/19/2015,Julio Paredes,Mutantes Digitales
26,6,El papel aguanta todo,"Un desafío adicional para el lector está en cómo identificar y llegar a uno o más títulos donde sus autores no solo aborden los temas ya centrales y decantados en esta discusión profusa y dispareja, como es el caso del futuro del libro, el hipertexto, los nuevos significados de la lectura y la escritura, el papel de los dispositivos inteligentes o de las redes sociales en la difusión de contenidos, el acceso libre y autónomo a los resultados de la investigación científica –entre muchos otros–, sino que propongan un giro inesperado que ayuden a nutrir sus intuiciones espontáneas y agreguen valor a la reflexión, iluminándola gracias a un análisis lúcido y revelador.",Lectura,Arcadia,11/19/2015,Julio Paredes,Mutantes Digitales
26,7,El papel aguanta todo,"Roberto Casati, filósofo italiano, director del cnrs (Centre National de la Recherche Scientifique) en París, consigue, sin duda, en los cinco capítulos que le dan forma a Elogio del papel, contra el colonialismo digital (Ariel, 2015), plantear con una claridad meridiana una de las tesis más complejas a la hora de asimilar el poder de las tecnologías: hasta dónde se acepta y se negocia su influencia en las decisiones fundamentales que cada uno de nosotros debe tomar como individuo, ciudadano, investigador, maestro o lector contemporáneo.",Lectura,Arcadia,11/19/2015,Julio Paredes,Mutantes Digitales
